url,status_code,crawled_at,final_url,redirect,title,title_length,title_ok,meta_description,meta_description_length,meta_description_ok,canonical,og_title,og_description,og_image,robots,h1_count,h1_text,h2_count,h2_text,h3_count,h3_text,h4_count,h4_text,h5_count,h5_text,h6_count,h6_text,heading_issues,word_count,cognitive_load_flag,flesch_kincaid_grade,flesch_reading_ease,aria_issue_count,internal_link_count,external_link_count,total_images,images_missing_alt,has_structured_data,issue_count,issues_summary
https://gestaltview-v2-indol.vercel.app,200,2026-03-21T12:39:51.762450+00:00,https://gestaltview-v2-indol.vercel.app,False,GestaltView — Consciousness-Serving AI | Keith Soyka,52,✓,"Keith Soyka is the founder of GestaltView, the first consciousness-serving AI platform. Full-stack AI architect specializing in neurodivergent UX, multi-LLM routing, PLK, and AI ethics. Based in NYC.",199,⚠ length,https://gestaltview-v2-indol.vercel.app/,GestaltView — Consciousness-Serving AI | Keith Soyka,"Founder of GestaltView — the first consciousness-serving AI platform. PLK v5.0, SymbioCoder, Resume Rockstar, multi-LLM routing, AI ethics. Available for consulting and custom builds.",https://gestaltview-v2-indol.vercel.app/og-image.png,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",0,,0,,0,,0,,0,,0,,SEO: No H1 tag found,7,OK,,,0,0,0,0,0,✓,0,
https://gestaltview-v2-indol.vercel.app/app/engine,200,2026-03-21T12:39:53.199192+00:00,https://gestaltview-v2-indol.vercel.app/app/engine,False,GestaltView — Consciousness-Serving AI | Keith Soyka,52,✓,"Keith Soyka is the founder of GestaltView, the first consciousness-serving AI platform. Full-stack AI architect specializing in neurodivergent UX, multi-LLM routing, PLK, and AI ethics. Based in NYC.",199,⚠ length,https://gestaltview-v2-indol.vercel.app/,GestaltView — Consciousness-Serving AI | Keith Soyka,"Founder of GestaltView — the first consciousness-serving AI platform. PLK v5.0, SymbioCoder, Resume Rockstar, multi-LLM routing, AI ethics. Available for consulting and custom builds.",https://gestaltview-v2-indol.vercel.app/og-image.png,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",0,,0,,0,,0,,0,,0,,SEO: No H1 tag found,7,OK,,,0,0,0,0,0,✓,0,
https://gestaltview-v2-indol.vercel.app/app/orientation,200,2026-03-21T12:39:54.266686+00:00,https://gestaltview-v2-indol.vercel.app/app/orientation,False,GestaltView — Consciousness-Serving AI | Keith Soyka,52,✓,"Keith Soyka is the founder of GestaltView, the first consciousness-serving AI platform. Full-stack AI architect specializing in neurodivergent UX, multi-LLM routing, PLK, and AI ethics. Based in NYC.",199,⚠ length,https://gestaltview-v2-indol.vercel.app/,GestaltView — Consciousness-Serving AI | Keith Soyka,"Founder of GestaltView — the first consciousness-serving AI platform. PLK v5.0, SymbioCoder, Resume Rockstar, multi-LLM routing, AI ethics. Available for consulting and custom builds.",https://gestaltview-v2-indol.vercel.app/og-image.png,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",0,,0,,0,,0,,0,,0,,SEO: No H1 tag found,7,OK,,,0,0,0,0,0,✓,0,
https://gestaltview-v2-indol.vercel.app/app/brain-sparks,200,2026-03-21T12:39:55.314056+00:00,https://gestaltview-v2-indol.vercel.app/app/brain-sparks,False,GestaltView — Consciousness-Serving AI | Keith Soyka,52,✓,"Keith Soyka is the founder of GestaltView, the first consciousness-serving AI platform. Full-stack AI architect specializing in neurodivergent UX, multi-LLM routing, PLK, and AI ethics. Based in NYC.",199,⚠ length,https://gestaltview-v2-indol.vercel.app/,GestaltView — Consciousness-Serving AI | Keith Soyka,"Founder of GestaltView — the first consciousness-serving AI platform. PLK v5.0, SymbioCoder, Resume Rockstar, multi-LLM routing, AI ethics. Available for consulting and custom builds.",https://gestaltview-v2-indol.vercel.app/og-image.png,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",0,,0,,0,,0,,0,,0,,SEO: No H1 tag found,7,OK,,,0,0,0,0,0,✓,0,
https://gestaltview-v2-indol.vercel.app/app/adhd-power-up,200,2026-03-21T12:39:56.331432+00:00,https://gestaltview-v2-indol.vercel.app/app/adhd-power-up,False,GestaltView — Consciousness-Serving AI | Keith Soyka,52,✓,"Keith Soyka is the founder of GestaltView, the first consciousness-serving AI platform. Full-stack AI architect specializing in neurodivergent UX, multi-LLM routing, PLK, and AI ethics. Based in NYC.",199,⚠ length,https://gestaltview-v2-indol.vercel.app/,GestaltView — Consciousness-Serving AI | Keith Soyka,"Founder of GestaltView — the first consciousness-serving AI platform. PLK v5.0, SymbioCoder, Resume Rockstar, multi-LLM routing, AI ethics. Available for consulting and custom builds.",https://gestaltview-v2-indol.vercel.app/og-image.png,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",0,,0,,0,,0,,0,,0,,SEO: No H1 tag found,7,OK,,,0,0,0,0,0,✓,0,
https://gestaltview-v2-indol.vercel.app/app/symbiocoder,200,2026-03-21T12:39:57.383460+00:00,https://gestaltview-v2-indol.vercel.app/app/symbiocoder,False,GestaltView — Consciousness-Serving AI | Keith Soyka,52,✓,"Keith Soyka is the founder of GestaltView, the first consciousness-serving AI platform. Full-stack AI architect specializing in neurodivergent UX, multi-LLM routing, PLK, and AI ethics. Based in NYC.",199,⚠ length,https://gestaltview-v2-indol.vercel.app/,GestaltView — Consciousness-Serving AI | Keith Soyka,"Founder of GestaltView — the first consciousness-serving AI platform. PLK v5.0, SymbioCoder, Resume Rockstar, multi-LLM routing, AI ethics. Available for consulting and custom builds.",https://gestaltview-v2-indol.vercel.app/og-image.png,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",0,,0,,0,,0,,0,,0,,SEO: No H1 tag found,7,OK,,,0,0,0,0,0,✓,0,
https://gestaltview-v2-indol.vercel.app/app/musical-dna,200,2026-03-21T12:39:58.397711+00:00,https://gestaltview-v2-indol.vercel.app/app/musical-dna,False,GestaltView — Consciousness-Serving AI | Keith Soyka,52,✓,"Keith Soyka is the founder of GestaltView, the first consciousness-serving AI platform. Full-stack AI architect specializing in neurodivergent UX, multi-LLM routing, PLK, and AI ethics. Based in NYC.",199,⚠ length,https://gestaltview-v2-indol.vercel.app/,GestaltView — Consciousness-Serving AI | Keith Soyka,"Founder of GestaltView — the first consciousness-serving AI platform. PLK v5.0, SymbioCoder, Resume Rockstar, multi-LLM routing, AI ethics. Available for consulting and custom builds.",https://gestaltview-v2-indol.vercel.app/og-image.png,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",0,,0,,0,,0,,0,,0,,SEO: No H1 tag found,7,OK,,,0,0,0,0,0,✓,0,
https://gestaltview-v2-indol.vercel.app/app/museum,200,2026-03-21T12:39:59.411185+00:00,https://gestaltview-v2-indol.vercel.app/app/museum,False,GestaltView — Consciousness-Serving AI | Keith Soyka,52,✓,"Keith Soyka is the founder of GestaltView, the first consciousness-serving AI platform. Full-stack AI architect specializing in neurodivergent UX, multi-LLM routing, PLK, and AI ethics. Based in NYC.",199,⚠ length,https://gestaltview-v2-indol.vercel.app/,GestaltView — Consciousness-Serving AI | Keith Soyka,"Founder of GestaltView — the first consciousness-serving AI platform. PLK v5.0, SymbioCoder, Resume Rockstar, multi-LLM routing, AI ethics. Available for consulting and custom builds.",https://gestaltview-v2-indol.vercel.app/og-image.png,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",0,,0,,0,,0,,0,,0,,SEO: No H1 tag found,7,OK,,,0,0,0,0,0,✓,0,
https://gestaltview-v2-indol.vercel.app/app/addiction-recovery,200,2026-03-21T12:40:00.423389+00:00,https://gestaltview-v2-indol.vercel.app/app/addiction-recovery,False,GestaltView — Consciousness-Serving AI | Keith Soyka,52,✓,"Keith Soyka is the founder of GestaltView, the first consciousness-serving AI platform. Full-stack AI architect specializing in neurodivergent UX, multi-LLM routing, PLK, and AI ethics. Based in NYC.",199,⚠ length,https://gestaltview-v2-indol.vercel.app/,GestaltView — Consciousness-Serving AI | Keith Soyka,"Founder of GestaltView — the first consciousness-serving AI platform. PLK v5.0, SymbioCoder, Resume Rockstar, multi-LLM routing, AI ethics. Available for consulting and custom builds.",https://gestaltview-v2-indol.vercel.app/og-image.png,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",0,,0,,0,,0,,0,,0,,SEO: No H1 tag found,7,OK,,,0,0,0,0,0,✓,0,
https://gestaltview-v2-indol.vercel.app/app/alzheimers-legacy,200,2026-03-21T12:40:01.449449+00:00,https://gestaltview-v2-indol.vercel.app/app/alzheimers-legacy,False,GestaltView — Consciousness-Serving AI | Keith Soyka,52,✓,"Keith Soyka is the founder of GestaltView, the first consciousness-serving AI platform. Full-stack AI architect specializing in neurodivergent UX, multi-LLM routing, PLK, and AI ethics. Based in NYC.",199,⚠ length,https://gestaltview-v2-indol.vercel.app/,GestaltView — Consciousness-Serving AI | Keith Soyka,"Founder of GestaltView — the first consciousness-serving AI platform. PLK v5.0, SymbioCoder, Resume Rockstar, multi-LLM routing, AI ethics. Available for consulting and custom builds.",https://gestaltview-v2-indol.vercel.app/og-image.png,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",0,,0,,0,,0,,0,,0,,SEO: No H1 tag found,7,OK,,,0,0,0,0,0,✓,0,
