url,status_code,crawled_at,final_url,redirect,title,title_length,title_ok,meta_description,meta_description_length,meta_description_ok,canonical,og_title,og_description,og_image,robots,h1_count,h1_text,h2_count,h2_text,h3_count,h3_text,h4_count,h4_text,h5_count,h5_text,h6_count,h6_text,heading_issues,word_count,cognitive_load_flag,flesch_kincaid_grade,flesch_reading_ease,aria_issue_count,internal_link_count,external_link_count,total_images,images_missing_alt,has_structured_data,issue_count,issues_summary
https://gestaltview-v2-0-nine.vercel.app,200,2026-06-25T03:27:58.385503+00:00,https://gestaltview-v2-0-nine.vercel.app,False,GestaltView — Consciousness-Serving AI | Keith Soyka,52,✓,"Keith Soyka is the founder of GestaltView, the first consciousness-serving AI platform. Full-stack AI architect specializing in neurodivergent UX, multi-LLM routing, PLK, and AI ethics. Based in NYC.",199,⚠ length,https://gestaltview-digital-intelligence.vercel.app/,GestaltView — Consciousness-Serving AI | Keith Soyka,"Founder of GestaltView — the first consciousness-serving AI platform. PLK v5.0, SymbioCoder, Resume Rockstar, multi-LLM routing, AI ethics. Available for consulting and custom builds.",https://gestaltview-digital-intelligence.vercel.app/og-image.png,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",0,,0,,0,,0,,0,,0,,SEO: No H1 tag found,7,OK,,,0,0,0,0,0,✓,0,
https://gestaltview-v2-0-nine.vercel.app/engine,200,2026-06-25T03:27:59.574529+00:00,https://gestaltview-v2-0-nine.vercel.app/engine,False,GestaltView — Consciousness-Serving AI | Keith Soyka,52,✓,"Keith Soyka is the founder of GestaltView, the first consciousness-serving AI platform. Full-stack AI architect specializing in neurodivergent UX, multi-LLM routing, PLK, and AI ethics. Based in NYC.",199,⚠ length,https://gestaltview-digital-intelligence.vercel.app/,GestaltView — Consciousness-Serving AI | Keith Soyka,"Founder of GestaltView — the first consciousness-serving AI platform. PLK v5.0, SymbioCoder, Resume Rockstar, multi-LLM routing, AI ethics. Available for consulting and custom builds.",https://gestaltview-digital-intelligence.vercel.app/og-image.png,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",0,,0,,0,,0,,0,,0,,SEO: No H1 tag found,7,OK,,,0,0,0,0,0,✓,0,
https://gestaltview-v2-0-nine.vercel.app/billy,200,2026-06-25T03:28:00.598803+00:00,https://gestaltview-v2-0-nine.vercel.app/billy,False,GestaltView — Consciousness-Serving AI | Keith Soyka,52,✓,"Keith Soyka is the founder of GestaltView, the first consciousness-serving AI platform. Full-stack AI architect specializing in neurodivergent UX, multi-LLM routing, PLK, and AI ethics. Based in NYC.",199,⚠ length,https://gestaltview-digital-intelligence.vercel.app/,GestaltView — Consciousness-Serving AI | Keith Soyka,"Founder of GestaltView — the first consciousness-serving AI platform. PLK v5.0, SymbioCoder, Resume Rockstar, multi-LLM routing, AI ethics. Available for consulting and custom builds.",https://gestaltview-digital-intelligence.vercel.app/og-image.png,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",0,,0,,0,,0,,0,,0,,SEO: No H1 tag found,7,OK,,,0,0,0,0,0,✓,0,
https://gestaltview-v2-0-nine.vercel.app/agent-trainer,200,2026-06-25T03:28:01.630080+00:00,https://gestaltview-v2-0-nine.vercel.app/agent-trainer,False,GestaltView — Consciousness-Serving AI | Keith Soyka,52,✓,"Keith Soyka is the founder of GestaltView, the first consciousness-serving AI platform. Full-stack AI architect specializing in neurodivergent UX, multi-LLM routing, PLK, and AI ethics. Based in NYC.",199,⚠ length,https://gestaltview-digital-intelligence.vercel.app/,GestaltView — Consciousness-Serving AI | Keith Soyka,"Founder of GestaltView — the first consciousness-serving AI platform. PLK v5.0, SymbioCoder, Resume Rockstar, multi-LLM routing, AI ethics. Available for consulting and custom builds.",https://gestaltview-digital-intelligence.vercel.app/og-image.png,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",0,,0,,0,,0,,0,,0,,SEO: No H1 tag found,7,OK,,,0,0,0,0,0,✓,0,
https://gestaltview-v2-0-nine.vercel.app/agent-trainer/runtime,200,2026-06-25T03:28:02.649763+00:00,https://gestaltview-v2-0-nine.vercel.app/login?redirect=%2Fagent-trainer%2Fruntime,True,GestaltView — Consciousness-Serving AI | Keith Soyka,52,✓,"Keith Soyka is the founder of GestaltView, the first consciousness-serving AI platform. Full-stack AI architect specializing in neurodivergent UX, multi-LLM routing, PLK, and AI ethics. Based in NYC.",199,⚠ length,https://gestaltview-digital-intelligence.vercel.app/,GestaltView — Consciousness-Serving AI | Keith Soyka,"Founder of GestaltView — the first consciousness-serving AI platform. PLK v5.0, SymbioCoder, Resume Rockstar, multi-LLM routing, AI ethics. Available for consulting and custom builds.",https://gestaltview-digital-intelligence.vercel.app/og-image.png,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",0,,0,,0,,0,,0,,0,,SEO: No H1 tag found,7,OK,,,0,0,0,0,0,✓,0,
https://gestaltview-v2-0-nine.vercel.app/agent-trainer/pricing,200,2026-06-25T03:28:03.698281+00:00,https://gestaltview-v2-0-nine.vercel.app/agent-trainer/pricing,False,GestaltView — Consciousness-Serving AI | Keith Soyka,52,✓,"Keith Soyka is the founder of GestaltView, the first consciousness-serving AI platform. Full-stack AI architect specializing in neurodivergent UX, multi-LLM routing, PLK, and AI ethics. Based in NYC.",199,⚠ length,https://gestaltview-digital-intelligence.vercel.app/,GestaltView — Consciousness-Serving AI | Keith Soyka,"Founder of GestaltView — the first consciousness-serving AI platform. PLK v5.0, SymbioCoder, Resume Rockstar, multi-LLM routing, AI ethics. Available for consulting and custom builds.",https://gestaltview-digital-intelligence.vercel.app/og-image.png,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",0,,0,,0,,0,,0,,0,,SEO: No H1 tag found,7,OK,,,0,0,0,0,0,✓,0,
https://gestaltview-v2-0-nine.vercel.app/agent-trainer/package-builder,200,2026-06-25T03:28:04.715906+00:00,https://gestaltview-v2-0-nine.vercel.app/agent-trainer/package-builder,False,GestaltView — Consciousness-Serving AI | Keith Soyka,52,✓,"Keith Soyka is the founder of GestaltView, the first consciousness-serving AI platform. Full-stack AI architect specializing in neurodivergent UX, multi-LLM routing, PLK, and AI ethics. Based in NYC.",199,⚠ length,https://gestaltview-digital-intelligence.vercel.app/,GestaltView — Consciousness-Serving AI | Keith Soyka,"Founder of GestaltView — the first consciousness-serving AI platform. PLK v5.0, SymbioCoder, Resume Rockstar, multi-LLM routing, AI ethics. Available for consulting and custom builds.",https://gestaltview-digital-intelligence.vercel.app/og-image.png,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",0,,0,,0,,0,,0,,0,,SEO: No H1 tag found,7,OK,,,0,0,0,0,0,✓,0,
https://gestaltview-v2-0-nine.vercel.app/pricing,200,2026-06-25T03:28:05.743800+00:00,https://gestaltview-v2-0-nine.vercel.app/pricing,False,GestaltView — Consciousness-Serving AI | Keith Soyka,52,✓,"Keith Soyka is the founder of GestaltView, the first consciousness-serving AI platform. Full-stack AI architect specializing in neurodivergent UX, multi-LLM routing, PLK, and AI ethics. Based in NYC.",199,⚠ length,https://gestaltview-digital-intelligence.vercel.app/,GestaltView — Consciousness-Serving AI | Keith Soyka,"Founder of GestaltView — the first consciousness-serving AI platform. PLK v5.0, SymbioCoder, Resume Rockstar, multi-LLM routing, AI ethics. Available for consulting and custom builds.",https://gestaltview-digital-intelligence.vercel.app/og-image.png,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",0,,0,,0,,0,,0,,0,,SEO: No H1 tag found,7,OK,,,0,0,0,0,0,✓,0,
https://gestaltview-v2-0-nine.vercel.app/demo,200,2026-06-25T03:28:06.761121+00:00,https://gestaltview-v2-0-nine.vercel.app/demo,False,GestaltView — Consciousness-Serving AI | Keith Soyka,52,✓,"Keith Soyka is the founder of GestaltView, the first consciousness-serving AI platform. Full-stack AI architect specializing in neurodivergent UX, multi-LLM routing, PLK, and AI ethics. Based in NYC.",199,⚠ length,https://gestaltview-digital-intelligence.vercel.app/,GestaltView — Consciousness-Serving AI | Keith Soyka,"Founder of GestaltView — the first consciousness-serving AI platform. PLK v5.0, SymbioCoder, Resume Rockstar, multi-LLM routing, AI ethics. Available for consulting and custom builds.",https://gestaltview-digital-intelligence.vercel.app/og-image.png,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",0,,0,,0,,0,,0,,0,,SEO: No H1 tag found,7,OK,,,0,0,0,0,0,✓,0,
https://gestaltview-v2-0-nine.vercel.app/signup,200,2026-06-25T03:28:07.778549+00:00,https://gestaltview-v2-0-nine.vercel.app/signup,False,GestaltView — Consciousness-Serving AI | Keith Soyka,52,✓,"Keith Soyka is the founder of GestaltView, the first consciousness-serving AI platform. Full-stack AI architect specializing in neurodivergent UX, multi-LLM routing, PLK, and AI ethics. Based in NYC.",199,⚠ length,https://gestaltview-digital-intelligence.vercel.app/,GestaltView — Consciousness-Serving AI | Keith Soyka,"Founder of GestaltView — the first consciousness-serving AI platform. PLK v5.0, SymbioCoder, Resume Rockstar, multi-LLM routing, AI ethics. Available for consulting and custom builds.",https://gestaltview-digital-intelligence.vercel.app/og-image.png,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",0,,0,,0,,0,,0,,0,,SEO: No H1 tag found,7,OK,,,0,0,0,0,0,✓,0,
https://gestaltview-v2-0-nine.vercel.app/codex,200,2026-06-25T03:28:08.794878+00:00,https://gestaltview-v2-0-nine.vercel.app/codex,False,GestaltView — Consciousness-Serving AI | Keith Soyka,52,✓,"Keith Soyka is the founder of GestaltView, the first consciousness-serving AI platform. Full-stack AI architect specializing in neurodivergent UX, multi-LLM routing, PLK, and AI ethics. Based in NYC.",199,⚠ length,https://gestaltview-digital-intelligence.vercel.app/,GestaltView — Consciousness-Serving AI | Keith Soyka,"Founder of GestaltView — the first consciousness-serving AI platform. PLK v5.0, SymbioCoder, Resume Rockstar, multi-LLM routing, AI ethics. Available for consulting and custom builds.",https://gestaltview-digital-intelligence.vercel.app/og-image.png,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",0,,0,,0,,0,,0,,0,,SEO: No H1 tag found,7,OK,,,0,0,0,0,0,✓,0,
https://gestaltview-v2-0-nine.vercel.app/continuum-codex,200,2026-06-25T03:28:09.811414+00:00,https://gestaltview-v2-0-nine.vercel.app/continuum-codex,False,GestaltView — Consciousness-Serving AI | Keith Soyka,52,✓,"Keith Soyka is the founder of GestaltView, the first consciousness-serving AI platform. Full-stack AI architect specializing in neurodivergent UX, multi-LLM routing, PLK, and AI ethics. Based in NYC.",199,⚠ length,https://gestaltview-digital-intelligence.vercel.app/,GestaltView — Consciousness-Serving AI | Keith Soyka,"Founder of GestaltView — the first consciousness-serving AI platform. PLK v5.0, SymbioCoder, Resume Rockstar, multi-LLM routing, AI ethics. Available for consulting and custom builds.",https://gestaltview-digital-intelligence.vercel.app/og-image.png,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",0,,0,,0,,0,,0,,0,,SEO: No H1 tag found,7,OK,,,0,0,0,0,0,✓,0,
https://gestaltview-v2-0-nine.vercel.app/record,200,2026-06-25T03:28:10.824083+00:00,https://gestaltview-v2-0-nine.vercel.app/login?redirect=%2Frecord,True,GestaltView — Consciousness-Serving AI | Keith Soyka,52,✓,"Keith Soyka is the founder of GestaltView, the first consciousness-serving AI platform. Full-stack AI architect specializing in neurodivergent UX, multi-LLM routing, PLK, and AI ethics. Based in NYC.",199,⚠ length,https://gestaltview-digital-intelligence.vercel.app/,GestaltView — Consciousness-Serving AI | Keith Soyka,"Founder of GestaltView — the first consciousness-serving AI platform. PLK v5.0, SymbioCoder, Resume Rockstar, multi-LLM routing, AI ethics. Available for consulting and custom builds.",https://gestaltview-digital-intelligence.vercel.app/og-image.png,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",0,,0,,0,,0,,0,,0,,SEO: No H1 tag found,7,OK,,,0,0,0,0,0,✓,0,
https://gestaltview-v2-0-nine.vercel.app/collaboration-proof,200,2026-06-25T03:28:11.865199+00:00,https://gestaltview-v2-0-nine.vercel.app/collaboration-proof,False,GestaltView — Consciousness-Serving AI | Keith Soyka,52,✓,"Keith Soyka is the founder of GestaltView, the first consciousness-serving AI platform. Full-stack AI architect specializing in neurodivergent UX, multi-LLM routing, PLK, and AI ethics. Based in NYC.",199,⚠ length,https://gestaltview-digital-intelligence.vercel.app/,GestaltView — Consciousness-Serving AI | Keith Soyka,"Founder of GestaltView — the first consciousness-serving AI platform. PLK v5.0, SymbioCoder, Resume Rockstar, multi-LLM routing, AI ethics. Available for consulting and custom builds.",https://gestaltview-digital-intelligence.vercel.app/og-image.png,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",0,,0,,0,,0,,0,,0,,SEO: No H1 tag found,7,OK,,,0,0,0,0,0,✓,0,
https://gestaltview-v2-0-nine.vercel.app/resonance-loop,200,2026-06-25T03:28:12.882111+00:00,https://gestaltview-v2-0-nine.vercel.app/resonance-loop,False,GestaltView — Consciousness-Serving AI | Keith Soyka,52,✓,"Keith Soyka is the founder of GestaltView, the first consciousness-serving AI platform. Full-stack AI architect specializing in neurodivergent UX, multi-LLM routing, PLK, and AI ethics. Based in NYC.",199,⚠ length,https://gestaltview-digital-intelligence.vercel.app/,GestaltView — Consciousness-Serving AI | Keith Soyka,"Founder of GestaltView — the first consciousness-serving AI platform. PLK v5.0, SymbioCoder, Resume Rockstar, multi-LLM routing, AI ethics. Available for consulting and custom builds.",https://gestaltview-digital-intelligence.vercel.app/og-image.png,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",0,,0,,0,,0,,0,,0,,SEO: No H1 tag found,7,OK,,,0,0,0,0,0,✓,0,
https://gestaltview-v2-0-nine.vercel.app/ethics-framework,200,2026-06-25T03:28:13.901079+00:00,https://gestaltview-v2-0-nine.vercel.app/ethics-framework,False,GestaltView — Consciousness-Serving AI | Keith Soyka,52,✓,"Keith Soyka is the founder of GestaltView, the first consciousness-serving AI platform. Full-stack AI architect specializing in neurodivergent UX, multi-LLM routing, PLK, and AI ethics. Based in NYC.",199,⚠ length,https://gestaltview-digital-intelligence.vercel.app/,GestaltView — Consciousness-Serving AI | Keith Soyka,"Founder of GestaltView — the first consciousness-serving AI platform. PLK v5.0, SymbioCoder, Resume Rockstar, multi-LLM routing, AI ethics. Available for consulting and custom builds.",https://gestaltview-digital-intelligence.vercel.app/og-image.png,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",0,,0,,0,,0,,0,,0,,SEO: No H1 tag found,7,OK,,,0,0,0,0,0,✓,0,
